NAME:,walk_1_1,,
EXPERIMENT TIME:,30/05/2023 13:08,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,108,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,3.41,-8.75,-3.26
0.067,3.57,-9.49,-3.06
0.134,4.08,-9.77,-3.53
0.201,5.02,-10.75,-5.14
0.268,5.33,-8.39,-4.82
0.335,2.08,-6.9,-3.22
0.402,1.88,-8.08,-4.75
0.469,3.77,-7.73,-6.12
0.536,3.1,-8.47,-4.86
0.603,2.43,-7.61,-3.8
0.67,2.08,-7.57,-4.16
0.737,2.59,-9.38,-4.2
0.804,3.92,-10.55,-5.26
0.871,4.31,-11.96,-5.84
0.938,6.28,-6.9,-5.77
1.005,1.06,-9.1,-0.86
1.072,2.35,-8.39,-3.8
1.139,4.55,-8.2,-6.28
1.206,3.88,-7.02,-4.28
1.273,3.49,-6.75,-2.51
1.34,3.57,-9.41,-1.57
1.407,5.77,-8.55,-4.71
1.474,4.39,-9.14,-6.24
1.541,5.73,-8.9,-5.49
1.608,5.77,-1.53,-5.92
1.675,4.79,-5.53,-5.3
1.742,4.86,-8.39,-4.2
1.809,3.3,-8.08,-2.31
1.876,4.98,-6.51,-4.82
1.943,2.86,-9.89,-1.26
2.01,4.75,-9.34,-3.61
2.077,4.08,-10.98,-6.04
2.144,6,-7.92,-4.67
2.211,1.49,-6.71,-1.57
2.278,2.9,-7.1,-3.49
2.345,5.84,-8.79,-5.45
2.412,4.86,-6.9,-3.22
2.479,5.53,-7.18,-2.04
2.546,6.2,-8.16,-2.82
2.613,5.22,-7.57,-4.59
2.68,5.69,-8.67,-6.9
2.747,7.88,-8.9,-3.92
2.814,4.67,-6.55,-5.53
2.881,2.67,-8.79,-2.86
2.948,4.47,-7.22,-5.22
3.015,3.18,-7.26,-4.08
3.082,3.45,-8.16,-3.49
3.149,3.14,-8.98,-4.28
3.216,3.45,-10.04,-5.57
3.283,6.51,-8.75,-6.79
3.35,3.41,-6.86,-2.28
3.417,0.51,-7.45,-1.84
3.484,4,-8.47,-4.51
3.551,5.57,-7.18,-5.77
3.618,3.88,-6.63,-3.8
3.685,3.14,-8.71,-2.2
3.752,5.26,-9.41,-4.86
3.819,4.86,-10.9,-5.81
3.886,6.98,-10,-6.32
3.953,3.18,-6.75,-3.53
4.02,1.77,-7.65,-3.26
4.087,4.59,-6.67,-6
4.154,3.06,-7.45,-4.08
4.221,3.18,-7.81,-4.39
4.288,3.14,-8.36,-4.86
4.355,3.14,-8.12,-5.41
4.422,3.02,-11.45,-5.84
4.489,6.83,-7.49,-4.2
4.556,1.02,-8.94,-1.02
4.623,2.82,-8.32,-3.49
4.69,5.14,-6.55,-6.35
4.757,4.16,-7.3,-3.41
4.824,3.3,-8.32,-2.39
4.891,5.53,-9.49,-4.79
4.958,4.67,-10.59,-6.71
