NAME:,run_1_1.csv,,
EXPERIMENT TIME:,05/06/2023 20:46,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,2.24,-8.94,0.59
0.041,2.55,-8.71,0.75
0.082,2.47,-8.67,0.39
0.123,2.79,-8.83,-0.20
0.164,3.69,-8.59,-0.04
0.205,3.65,-8.20,0.31
0.246,1.96,-9.38,0.71
0.287,1.49,-10.20,1.37
0.328,3.02,-8.67,0.16
0.369,4.55,-8.04,0.12
0.41,4.98,-9.38,1.22
0.451,4.75,-11.02,1.29
0.492,4.24,-10.36,1.41
0.533,3.73,-9.06,1.53
0.574,3.61,-7.73,1.69
0.615,3.96,-8.20,2.43
0.656,1.26,-7.53,2.04
0.725,1.37,-9.92,-8.55
0.779,-2.39,-20.01,1.22
0.82,0.78,-20.01,1.22
0.861,6.55,-19.06,0.63
0.902,1.69,-13.34,2.59
0.943,-0.39,-3.33,2.39
0.984,-1.37,1.22,-3.33
1.025,-1.69,2.59,-5.61
1.066,1.53,4.28,-4.16
1.107,-5.61,-9.57,-6.04
1.253,-2.75,-20.01,2.08
1.476,-3.26,4.04,-2.16
1.517,-1.26,-12.12,-14.04
1.558,-0.04,-19.61,-3.30
1.599,-2.75,-20.01,7.41
1.64,0.67,-11.02,-4.08
1.681,1.33,-5.06,-2.79
1.722,1.88,-4.59,3.49
1.763,1.73,-0.82,2.20
1.804,0.04,0.00,-4.08
1.845,0.35,3.45,-5.18
1.886,-7.88,-16.63,-8.83
1.927,4.47,-20.01,12.55
1.968,5.73,-20.01,8.75
2.009,2.67,-9.10,-0.78
2.05,1.22,-5.37,-0.16
2.091,1.26,-12.83,4.08
2.132,0.39,-9.10,1.33
2.173,-0.04,0.31,-3.02
2.214,-2.43,3.73,-2.24
2.255,-0.31,-6.16,-10.90
2.296,2.71,-10.43,-2.16
2.337,-1.96,-20.01,14.55
2.378,1.49,-14.75,3.41
2.419,1.77,-9.53,-1.49
2.46,0.71,-9.92,4.04
2.501,0.00,-2.51,0.98
2.542,0.35,-0.75,-4.12
2.583,1.41,2.82,-6.08
2.624,-5.41,0.98,-5.81
2.665,-9.30,-20.01,-5.88
2.706,5.84,-20.01,11.26
2.747,4.28,-17.18,3.80
2.788,2.82,-7.45,1.41
2.829,3.45,-10.83,-0.27
2.87,-0.16,-11.06,2.63
2.911,-2.24,-3.02,-1.14
2.952,-1.88,0.59,-3.80
2.993,-2.28,-0.63,-7.96
3.034,-0.08,-7.02,-10.40
3.075,-2.08,-20.01,-5.14
3.116,-0.39,-20.01,6.75
3.157,0.47,-12.16,-1.10
3.198,-0.43,-8.71,1.45
3.239,1.33,-7.30,2.43
3.28,0.63,-0.59,-1.61
3.321,0.75,1.45,-5.14
3.362,-0.20,3.84,-6.35
3.403,-8.32,-9.89,-8.75
3.444,1.06,-20.01,15.22
3.485,3.37,-20.01,2.24
3.526,4.82,-10.59,4.39
3.567,4.20,-6.86,-1.80
3.608,-0.86,-8.04,-2.20
3.649,-4.35,-6.47,0.24
3.69,-2.67,0.39,1.33
3.731,-0.67,-3.33,-7.69
3.772,0.98,-6.67,-11.18
3.813,-3.61,-20.01,-8.98
3.854,-2.55,-20.01,11.96
3.895,1.92,-19.14,-2.79
3.936,0.90,-8.90,1.61
3.977,-0.47,-3.10,3.73
4.018,-1.02,-1.26,-2.08
4.059,1.26,-0.78,-6.75
4.1,2.55,4.75,-5.30
4.141,-5.10,-1.02,-3.61
4.182,-10.98,-20.01,-10.75
4.223,7.88,-20.01,14.44
4.264,3.06,-9.02,4.67
4.305,4.94,-5.10,-1.29
4.346,1.18,-8.47,-2.82
4.387,-2.55,-6.71,1.06
4.428,-3.53,-0.90,-0.43
4.469,-2.90,2.04,-2.24
4.51,1.53,-8.24,-13.93
4.551,-1.80,-15.30,-5.53
4.592,-5.37,-20.01,17.97
4.633,1.53,-14.98,-1.53
4.674,-2.08,-9.53,-3.69
4.715,1.65,-2.20,2.00
4.756,0.35,0.08,-1.45
4.797,3.14,2.12,-3.45
4.838,1.26,2.28,-5.41
4.879,-6.16,-4.75,-5.53
4.92,-10.67,-20.01,-3.26
4.961,7.49,-20.01,11.85
5.002,1.80,-19.81,4.59
5.043,2.24,-5.73,1.18
5.084,0.43,-10.71,-3.92
5.125,-2.04,-7.06,-1.26
5.166,-3.53,2.20,-0.31
5.207,-2.24,2.39,-1.65
5.248,0.20,-2.12,-6.32
5.289,-0.31,-13.49,-11.02
